CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/29/2020,11:52,,,,,,HAMILTON AVENUE                 ,HICKS STREET,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4371724,Sedan,Sedan,,,
06/01/2014,7:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3057159,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/08/2012,5:30,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,Backing Unsafely,,,2988183,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,,
12/01/2013,11:30,,,40.7646586,-73.7208111,"(40.7646586, -73.7208111)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3080444,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/01/2013,12:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2927729,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
05/31/2014,11:18,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,344175,PASSENGER VEHICLE,UNKNOWN,,,
12/01/2013,14:51,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2913828,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/07/2012,11:00,,,,,,,,PARKING LOT 150-51 NORTHERN BLVD.       ,1,0,1,0,0,0,0,0,Unspecified,,,,,247989,PASSENGER VEHICLE,,,,
12/01/2013,15:10,,,,,,,,8973 BAY PARKWAY (PARKING LOT)          ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,124957,PASSENGER VEHICLE,,,,
12/07/2012,11:20,,,,,,,,P/L OF 1837 RICHMOND AVENUE             ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,295491,BUS,,,,
12/01/2013,17:25,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2919275,PASSENGER VEHICLE,UNKNOWN,,,
12/07/2012,13:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3017120,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/01/2013,18:40,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2938054,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/07/2012,14:00,,,40.7007397,-73.9949795,"(40.7007397, -73.9949795)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,,,,2983255,OTHER,BUS,,,
12/01/2013,1:30,,,40.7138769,-73.9770181,"(40.7138769, -73.9770181)",,,,2,0,0,0,0,0,2,0,Alcohol Involvement,,,,,2836996,TAXI,,,,
05/31/2014,17:00,,,,,,,,PARKING LOT 136-05 20 AVENUE            ,0,0,0,0,0,0,0,0,Fell Asleep,Fell Asleep,,,,344083,PASSENGER VEHICLE,UNKNOWN,,,
12/07/2012,15:45,,,,,,,,MAIN ST & 36 AVE (ROOSEVELT ISLAND)     ,1,0,1,0,0,0,0,0,Unspecified,,,,,274250,TAXI,,,,
11/28/2020,2:00,,,,,,LINDEN BOULEVARD                ,VANWYCK EXPRESSWAY,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4371233,Sedan,Sedan,,,
12/01/2013,8:50,,,,,,,,691 EAST 241 STREET DRIVEWAY            ,0,0,0,0,0,0,0,0,Unspecified,,,,,99034,VAN,,,,
05/31/2014,18:56,,,,,,FOREST AVENUE                   ,TRANTOR PLACE                   ,,0,0,0,0,0,0,0,0,Physical Disability,Glare,,,,345256,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/27/2020,0:00,,,,,,CROSS BRONX EXPY RAMP           ,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4372221,Station Wagon/Sport Utility Vehicle,,,,
11/30/2013,11:30,QUEENS,11358,40.7577549,-73.7930302,"(40.7577549, -73.7930302)",NORTHERN BOULEVARD              ,UTOPIA PARKWAY                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,253518,OTHER,OTHER,,,
11/27/2020,12:06,,,,,,168 STREET                      ,GRAND CENTRAL PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4371057,Sedan,Sedan,,,
11/30/2013,12:15,,,,,,,,P/L OF 3155 AMBOY ROAD                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,300249,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/07/2012,17:50,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD            ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,221567,UNKNOWN,UNKNOWN,,,
05/31/2014,21:35,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,2834260,LIVERY VEHICLE,UNKNOWN,,,
05/31/2014,23:00,,,,,,OCEAN PARKWAY                   ,CHURCH AVENUE                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,344373,PASSENGER VEHICLE,TAXI,,,
05/31/2014,4:20,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3046561,TAXI,UNKNOWN,,,
12/07/2012,19:50,,,,,,EAST TREMONT AVENUE             ,WILLIAMSBRIDGE ROAD             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,89415,PASSENGER VEHICLE,UNKNOWN,,,
12/07/2012,20:50,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2867769,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/27/2020,4:10,,,,,,WASHINGTON BRIDGE 181 ST        ,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4371342,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/30/2013,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2913826,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
05/30/2014,10:45,,,,,,,,INSIDE OF 68-60 AUSTIN STREET           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,343606,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
05/30/2014,11:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3102694,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/07/2012,23:43,,,,,,,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,2897037,PASSENGER VEHICLE,,,,
12/07/2012,6:50,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,,,,,3065199,SPORT UTILITY / STATION WAGON,,,,
11/26/2020,17:53,,,,,,OCEAN PARKWAY                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4371324,Sedan,,,,
11/26/2020,23:30,,,,,,CROSS ISLAND PARKWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,,,,,4371134,Sedan,,,,
12/06/2012,10:00,,,,,,,,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,2867770,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/30/2014,17:25,,,,,,CENTRAL AVENUE                  ,HART STREET                     ,,1,0,0,0,1,0,0,0,Driver Inexperience,Lost Consciousness,,,,343451,SPORT UTILITY / STATION WAGON,BICYCLE,,,
12/06/2012,14:10,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,2888704,PASSENGER VEHICLE,VAN,,,
05/30/2014,17:54,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2837125,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/29/2013,13:30,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3017998,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/25/2020,17:00,,,,,,BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,4370807,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
11/25/2020,18:30,,,,,,BELT PARKWAY RAMP               ,,,0,0,0,0,0,0,0,0,Turning Improperly,,,,,4370861,Sedan,,,,
12/06/2012,16:20,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3089742,OTHER,PASSENGER VEHICLE,,,
11/29/2013,16:00,,,,,,,,PL OF 2795 RICHMOND AVE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,292151,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/30/2014,20:22,,,,,,EAST 177 STREET                 ,BRONX RIVER PARKWAY             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,346597,,,,,
11/25/2020,23:50,,,,,,VANERVEER STREET                ,91 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4370859,Sedan,,,,
05/30/2014,22:10,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3024118,SPORT UTILITY / STATION WAGON,OTHER,,,
05/30/2014,22:58,,,,,,,,I/F/O 181 3RD AVENUE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,343928,TAXI,PASSENGER VEHICLE,,,
05/30/2014,7:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3046555,VAN,SPORT UTILITY / STATION WAGON,,,
11/24/2020,12:00,,,,,,MAIN STREET                     ,ROOSEVELT ISLAND BRIDGE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4374129,,,,,
11/24/2020,14:00,,,,,,BELT PARKWAY RAMP               ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4370702,Sedan,,,,
11/29/2013,23:00,,,,,,,,PL OF 1551 RICHMOND AVE                ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,292154,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/30/2014,9:30,,,,,,,,PARKING LOT 128 ST 300FT S/O 14 AVE     ,0,0,0,0,0,0,0,0,Fell Asleep,Driver Inattention/Distraction,,,,343576,SPORT UTILITY / STATION WAGON,OTHER,,,
11/29/2013,3:30,,,,,,FOREST HILL ROAD                ,ROCKLAND AVENUE                 ,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,292144,PASSENGER VEHICLE,,,,
05/30/2014,9:50,,,,,,,,P/L 1941 FOREST AVENUE                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,343645,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/06/2012,8:35,,,,,,20 AVENUE                       ,WHITESTONE EXPRESSWAY           ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,247972,SPORT UTILITY / STATION WAGON,OTHER,,,
05/29/2014,12:00,,,,,,,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3034952,PASSENGER VEHICLE,,,,
11/24/2020,7:40,QUEENS,11370,,,,80 STREET                       ,ASTORIA BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4370423,Taxi,,,,
05/29/2014,14:15,,,40.710977,-73.9796117,"(40.710977, -73.9796117)",,,,1,0,0,0,0,0,1,0,Outside Car Distraction,,,,,2837121,MOTORCYCLE,,,,
11/23/2020,12:15,MANHATTAN,10013,40.720997,-74.00416,"(40.720997, -74.00416)",,,370       CANAL STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4371059,Sedan,,,,
12/05/2012,15:00,,,,,,,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2897031,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
05/29/2014,17:45,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2965767,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
12/05/2012,17:05,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Backing Unsafely,,,,2988174,PASSENGER VEHICLE,MOTORCYCLE,,,
05/29/2014,18:40,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2965762,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/28/2013,23:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2879676,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
11/28/2013,8:20,,,,,,,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3046081,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/29/2014,21:42,,,,,,LAUREL HILL BOULEVARD           ,65 PLACE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,343555,PASSENGER VEHICLE,LIVERY VEHICLE,,,
11/27/2013,0:35,,,40.6581407,-74.0035571,"(40.6581407, -74.0035571)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2965523,PASSENGER VEHICLE,,,,
05/29/2014,22:30,,,40.7014547,-73.9896203,"(40.7014547, -73.9896203)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2984095,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2012,19:55,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2965069,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/29/2014,8:02,,,,,,JACKIE ROBINSON PARKWAY SVC RD  ,CYPRESS AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,342981,VAN,BUS,,,
11/22/2020,22:00,,,,,,BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4371644,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
05/29/2014,8:57,,,,,,,,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,2897937,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/27/2013,13:10,,,,,,,,,2,0,0,0,0,0,2,0,Physical Disability,Unspecified,,,,3046076,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/05/2012,7:45,MANHATTAN,10022,40.7612344,-73.9638843,"(40.7612344, -73.9638843)",2 AVENUE                        ,EAST 60 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,46708,PASSENGER VEHICLE,OTHER,,,
05/29/2014,9:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927975,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/05/2012,8:35,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3055963,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/28/2014,11:30,,,,,,,,CAR WASH 46-11 108 ST                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,343055,PASSENGER VEHICLE,,,,
05/28/2014,13:00,,,,,,,,,0,0,0,0,0,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,2919423,PASSENGER VEHICLE,PICK-UP TRUCK,,,
05/28/2014,14:11,,,,,,,,W/B 6TH ST & 8TH AVE                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,342386,PASSENGER VEHICLE,FIRE TRUCK,,,
12/04/2012,13:10,,,,,,,,38 ST & 30 AVE (PARKING LOT)            ,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,274227,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/21/2020,5:00,,,,,,GOWANUS RAMP                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4369347,Sedan,,,,
11/27/2013,18:30,,,,,,,,PL OF 217 WILLARD AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292126,PASSENGER VEHICLE,UNKNOWN,,,
11/27/2013,19:00,,,40.7967215,-73.9761722,"(40.7967215, -73.9761722)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2855185,PASSENGER VEHICLE,OTHER,,,
11/27/2013,1:30,,,40.7652999,-73.8396576,"(40.7652999, -73.8396576)",,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3034488,PASSENGER VEHICLE,,,,
05/28/2014,1:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2938175,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/04/2012,19:40,,,,,,NARROWS ROAD NORTH              ,HYLAN BOULEVARD                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,286365,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/28/2014,6:00,,,,,,WESTCHESTER AVENUE              ,WHITEPLAINS ROAD                ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,342220,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
12/04/2012,21:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2912676,UNKNOWN,UNKNOWN,,,
05/28/2014,9:05,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2976865,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/27/2013,8:57,,,,,,WARWICK STREET                  ,NEW LOTS AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,169495,BUS,SPORT UTILITY / STATION WAGON,,,
12/04/2012,7:40,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,2912673,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/26/2013,10:00,,,,,,,,(LOT)134-40 SPRINGFIELD BOULEVARD       ,0,0,0,0,0,0,0,0,Unspecified,,,,,271686,PASSENGER VEHICLE,,,,
11/26/2013,11:20,,,,,,,,PARKING LOT 133-20 ROCKAWAY BOULEVARD   ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,232243,UNKNOWN,UNKNOWN,,,
05/27/2014,12:10,,,,,,,,I/S/O 40-24 COLLEGE POINT BLVD PARK LOT ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,341936,PASSENGER VEHICLE,OTHER,,,
11/26/2013,11:48,,,40.7685598,-73.9069652,"(40.7685598, -73.9069652)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3102531,TAXI,PASSENGER VEHICLE,,,
11/19/2020,12:00,,,,,,JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4370393,Sedan,Sedan,,,
05/27/2014,13:41,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,2934802,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/26/2013,14:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2913812,PASSENGER VEHICLE,OTHER,,,
05/27/2014,15:10,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3046545,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/19/2020,18:43,,,40.842163,-73.88902,"(40.842163, -73.88902)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Following Too Closely,,,,,4369111,Pick-up Truck,,,,
12/03/2012,12:15,,,,,,FLATBUSH AVENUE                 ,GLENWOOD ROAD                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,148608,OTHER,OTHER,,,
05/27/2014,15:30,,,,,,7 AVENUE                        ,66 STREET                       ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,341734,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/03/2012,13:00,,,,,,FLATBUSH AVENUE                 ,EAST 31 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,148617,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/26/2013,15:45,,,,,,,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3056812,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/27/2014,16:00,,,,,,JEWETT AVENUE                   ,VICTORY BOULEVARD               ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,342586,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/03/2012,14:15,,,,,,,,DRIVEWAY 147-18 38 AVE                  ,1,0,1,0,0,0,0,0,Passenger Distraction,,,,,247942,PASSENGER VEHICLE,,,,
05/27/2014,16:30,,,,,,,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2934806,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
11/26/2013,16:00,,,40.7626784,-73.9543321,"(40.7626784, -73.9543321)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2849263,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/19/2020,4:56,,,,,,VERRAZANO BRIDGE UPPER          ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4369621,Sedan,,,,
05/27/2014,17:01,,,,,,KINGSLAND AVENUE                ,EAST GUN HILL ROAD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,341668,BUS,PASSENGER VEHICLE,,,
11/19/2020,8:25,,,,,,MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,4368896,Sedan,,,,
11/26/2013,16:50,,,,,,BORDEN AVENUE                   ,31 PLACE                        ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,244320,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/26/2013,17:27,,,,,,BOSTON ROAD                     ,SOUTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,80371,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/18/2020,14:30,,,,,,CROSS BRONX EXTENTION           ,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,,,,,4368769,Pick-up Truck,,,,
11/26/2013,18:00,,,,,,,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,2879671,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,VAN,,
11/18/2020,17:15,,,,,,PROSPECT EXPRESSWAY RAMP        ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4368786,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/26/2013,18:21,,,,,,WESTCHESTER AVENUE              ,WHITE PLAINS ROAD               ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,84414,PASSENGER VEHICLE,OTHER,,,
05/27/2014,5:20,,,,,,RICHMOND AVENUE                 ,ROCKLAND AVENUE                 ,,0,0,0,0,0,0,0,0,Animals Action,,,,,342590,PASSENGER VEHICLE,,,,
11/26/2013,19:05,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3065924,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/27/2014,6:58,,,,,,ELIOT AVENUE                    ,60 LANE                         ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,341861,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/03/2012,21:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,2888700,PASSENGER VEHICLE,,,,
12/03/2012,6:24,,,,,,,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,,3079221,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/27/2014,9:41,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2927969,OTHER,PASSENGER VEHICLE,,,
05/26/2014,10:30,,,40.737833,-73.9356863,"(40.737833, -73.9356863)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3046539,PASSENGER VEHICLE,,,,
11/26/2013,20:30,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3056808,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/17/2020,14:24,,,,,,LIBERTY AVENUE                  ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4368448,Sedan,Dump,,,
11/17/2020,17:00,,,40.879864,-73.87596,"(40.879864, -73.87596)",EAST GUN HILL ROAD              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4370069,Sedan,Station Wagon/Sport Utility Vehicle,,,
12/02/2012,11:42,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,176619,UNKNOWN,PASSENGER VEHICLE,,,
12/02/2012,12:08,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2957359,VAN,PASSENGER VEHICLE,,,
12/02/2012,13:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2983249,UNKNOWN,UNKNOWN,,,
11/25/2013,0:25,,,,,,MOTT AVENUE                     ,MCBRIDE STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,,,,,203417,SPORT UTILITY / STATION WAGON,,,,
05/26/2014,20:00,,,,,,HORACE HARDING EXPRESSWAY       ,159 STREET                      ,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,341430,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/02/2012,16:00,MANHATTAN,10018,40.7589782,-73.9939358,"(40.7589782, -73.9939358)",WEST 42 STREET                  ,DYER AVENUE                     ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,17797,OTHER,OTHER,,,
05/26/2014,22:15,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2837118,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
11/16/2020,15:47,,,,,,WILLIS AVE BRIDGE               ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4368235,Tractor Truck Diesel,Sedan,,,
11/25/2013,11:35,,,,,,,,PARKING LOT OF 585 DEKALB AVE           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,182119,PICK-UP TRUCK,TAXI,,,
11/16/2020,19:50,,,,,,PROSPECT EXPRESSWAY RAMP        ,,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,4368329,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/26/2014,8:10,,,,,,DITMAS AVENUE                   ,RALPH AVENUE                    ,,1,0,0,0,0,0,1,0,Unspecified,,,,,341728,PASSENGER VEHICLE,,,,
