,start station name,start station latitude,start station longitude,end station name,end station latitude,end station longitude
0,W 45 St & 6 Ave,40.7568001,-73.98291153,E 51 St & 1 Ave,40.75455731,-73.96592976
1,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,W 82 St & Central Park West,40.78275,-73.97137
2,E 6 St & Avenue B,40.72453734,-73.98185424,India St & West St,40.73181401720966,-73.95995020866394
3,Harrison St & Hudson St,40.71870987,-74.0090009,Washington Pl & 6 Ave,40.73224119,-74.00026394
4,W 113 St & Broadway,40.805973,-73.964928,W 110 St & Amsterdam Ave,40.802692,-73.96295
5,31 St & Broadway,40.761584,-73.925921,Crescent St & Broadway,40.7633589,-73.92864709999999
6,Park Ave & E 124 St,40.8045555,-73.93968609999999,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145
7,11 Ave & W 41 St,40.76030096,-73.99884222,W 26 St & 10 Ave,40.749717753,-74.002950346
8,12 Ave & W 40 St,40.76087502,-74.00277668,11 Ave & W 27 St,40.751396,-74.00522600000001
9,W 17 St & 8 Ave,40.74177603,-74.00149746,W 22 St & 10 Ave,40.74691959,-74.00451887
10,Greene Ave & Throop Ave,40.6894932,-73.942061,Greene Ave & Throop Ave,40.6894932,-73.942061
11,W 88 St & West End Ave,40.790254173304184,-73.97718340158461,W 88 St & West End Ave,40.790254173304184,-73.97718340158461
12,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001
13,Broadway & E 22 St,40.740343200000005,-73.98955109,E 20 St & 2 Ave,40.73587678,-73.98205027
14,Park Pl & Franklin Ave,40.67418060000001,-73.95649470000001,Underhill Ave & Lincoln Pl,40.674012299999994,-73.9671457
15,University Pl & E 14 St,40.73492695,-73.99200509,E 23 St & 1 Ave,40.736502,-73.97809472
16,Jay St & York St,40.70140317257725,-73.98672670125961,10 St & 2 Ave,40.671907,-73.993612
17,1 Ave & E 44 St,40.75001986,-73.96905301,E 13 St & Avenue A,40.72966729392978,-73.98067966103555
18,Newtown Ave & 23 St,40.7713615,-73.9246145,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001
19,University Pl & E 14 St,40.73492695,-73.99200509,E 23 St & 1 Ave,40.736502,-73.97809472
20,W 38 St & 8 Ave,40.75466591,-73.99138152,9 Ave & W 28 St,40.74937024193277,-73.99923384189607
